manufacturer,model_name,category,screen_size_inches,screen,cpu,cpu_manufacturer,cpu_speed,ram_gb,storage_1_type,storage_1_capacity_gb,storage_2_type,storage_2_capacity_gb,gpu,gpu_manufacturer,os,os_version,weight_kg,screen_resolution,price_euros
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,HDD,1000.0,,,Intel UHD Graphics 620,,Windows,10,1.63,1920x1080,812.0
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366x768,AMD E-Series 6110 1.5,AMD,,4.0,SSD,64.0,,,AMD Radeon R2,,Windows,10 S,1.65,1366x768,277.99
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD ,256.0,HDD,2000.0,AMD Radeon 530,,Windows,10,2.8,1920x1080,1396.0
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,2.5,1920x1080,928.0
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,AMD Radeon R7 M445,,Windows,10,2.36,1366x768,638.99
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,AMD Radeon R5 M430,,Windows,10,2.2,1920x1080,449.0
Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.6,1920x1080,884.0
Acer,Aspire A515-51G-37JS,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7,Intel,,4.0,SSD,256.0,,,Nvidia GeForce MX130,,Windows,10,2.2,1920x1080,572.0
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.05,1366x768,598.0
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.63,1920x1080,988.0
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 500,,No OS,Version Unknown,1.9,1366x768,252.36
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,3.0,1920x1080,938.0
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 920MX,,No OS,Version Unknown,2.2,1920x1080,499.0
HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.32,1920x1080,699.0
Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce MX130,,Windows,10,3.0,1920x1080,655.0
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,AMD Radeon RX 550,,Windows,10,1.75,1920x1080,1116.02
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050M,,No OS,Version Unknown,2.4,1920x1080,869.0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,602.0
HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5,AMD,,4.0,SSD,256.0,,,AMD Radeon R4 Graphics,,Windows,10,1.86,1366x768,369.0
Asus,ZenBook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.25,1920x1080,1099.0
HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 515,,Windows,10,0.97,3840x2160,2014.0
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 500,,Windows,10,2.0,1920x1080,344.0
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,2.9,1920x1080,2029.0
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,447.0
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.56,1920x1080,1249.26
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,Hybrid,1000.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.62,1920x1080,899.0
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.9,1366x768,498.0
MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.8,1920x1080,1890.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.48,1920x1080,1082.0
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,6.0,SSD,256.0,,,AMD Radeon 520,,Windows,10,1.91,1920x1080,619.0
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.74,1920x1080,629.0
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.1,1920x1080,1315.0
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.56,1920x1080,1049.0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,447.0
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3,AMD,,4.0,HDD,1000.0,,,AMD Radeon R5 M420,,Windows,10,2.03,1366x768,403.0
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,4.0,SSD,256.0,,,Nvidia GeForce MX150,,Windows,10,3.0,1920x1080,805.0
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,AMD Radeon 520,,Windows,10,2.13,1920x1080,728.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,256.0,,,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.5,1920x1080,1079.0
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 500,,Windows,10,2.1,1366x768,348.0
MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.4,1920x1080,1799.0
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 505,,Windows,10,2.1,1366x768,363.51
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.56,1920x1080,1060.49
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Nvidia GeForce MX150,,Windows,10,3.0,1920x1080,854.0
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,4.0,HDD,500.0,,,Intel UHD Graphics 620,,Windows,10,1.49,1920x1080,754.0
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.05,2160x1440,1349.0
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,6.0,HDD,2000.0,,,AMD Radeon 520,,Windows,10,2.71,1920x1080,699.0
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9,AMD,,4.0,HDD,500.0,,,AMD Radeon R4 Graphics,,No OS,Version Unknown,2.2,1366x768,309.0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,2.0,1366x768,489.0
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX,,Windows,10,2.5,1920x1080,923.0
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.3,1366x768,459.0
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,449.0
MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9,Intel,,32.0,SSD ,512.0,HDD,1000.0,Nvidia GTX 980 SLI,,Windows,10,4.4,1920x1080,2799.0
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD ,128.0,HDD,1000.0,AMD R17M-M1-70,,Windows,10,1.9,1920x1080,813.0
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.29,3840x2160,1499.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD ,256.0,HDD,2000.0,AMD Radeon 530,,Linux,,2.02,1920x1080,1049.0
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.23,1920x1080,1399.0
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8,Intel,,16.0,SSD,512.0,,,Intel UHD Graphics 620,,Windows,10,1.4,3840x2160,1849.0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,2.0,1366x768,793.0
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Nvidia GeForce MX150,,No OS,Version Unknown,1.95,1920x1080,1199.0
Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce 150MX,,Windows,10,2.77,1920x1080,1549.0
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.06,3840x2160,2397.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,No OS,Version Unknown,2.4,1920x1080,779.0
Acer,Swift 7,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 615,,Windows,10,1.12,1920x1080,989.0
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,AMD Radeon 530,,Windows,10,2.8,1920x1080,1085.0
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,1000.0,,,Intel HD Graphics 620,,Windows,10,1.42,2560x1440,2824.0
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 500,,Windows,10,1.3,1920x1080,260.0
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce MX150,,No OS,Version Unknown,1.3,1920x1080,999.9
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Nvidia GeForce MX150,,No OS,Version Unknown,2.8,1600x900,698.0
Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,HDD,1000.0,,,Intel UHD Graphics 620,,Windows,10,1.62,1920x1080,839.0
HP,ProBook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 930MX,,Windows,10,2.5,1920x1080,914.0
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9,Intel,,32.0,SSD,1000.0,,,Nvidia GeForce GTX 1080,,Windows,10,3.49,3840x2160,6099.0
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,512.0,,,Intel UHD Graphics 620,,Windows,10,1.49,1920x1080,959.0
HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,3.35,1920x1080,1379.0
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX ,,Windows,10,2.5,1920x1080,1045.0
Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,512.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.65,3840x2160,1845.0
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,493.0
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 940MX,,Windows,10,2.23,1920x1080,742.0
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,512.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,3.2,1920x1080,1749.0
Dell,Precision 7520,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia Quadro M1200,,Windows,10,2.8,3840x2160,3055.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1060,,No OS,Version Unknown,2.4,1920x1080,1398.0
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4,Intel,,6.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.3,1366x768,439.0
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.21,3840x2160,1949.0
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.2,1920x1080,1449.0
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.2,1366x768,597.0
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1050,,Linux,,2.4,1920x1080,779.0
Asus,ROG GL703VD-GC028T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.9,1920x1080,1407.0
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,No OS,Version Unknown,2.1,1920x1080,349.0
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,No OS,Version Unknown,2.2,1920x1080,549.0
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.05,2160x1440,1499.0
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,AMD Radeon 530,,Windows,10,1.4,1920x1080,931.88
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 940MX,,No OS,Version Unknown,2.8,1600x900,589.0
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX,,Windows,10,1.63,1920x1080,1031.0
Dell,Latitude 5490,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.6,1920x1080,1149.0
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8,Intel,,16.0,SSD,512.0,,,Intel UHD Graphics 620,,Windows,10,1.62,1920x1080,1279.0
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,AMD Radeon 520,,Linux,,2.2,1920x1080,677.35
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,SSD,256.0,,,Intel UHD Graphics 620,,Windows,10,1.74,1920x1080,899.0
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.2,1920x1080,1363.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,8.0,HDD,1000.0,,,Intel UHD Graphics 620,,Windows,10,2.1,1920x1080,794.0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,4.42,1920x1080,2456.34
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 940MX,,Windows,10,2.2,1920x1080,832.0
Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,HDD,1000.0,,,AMD Radeon R7 M445,,Windows,10,2.3,1920x1080,859.01
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 920MX ,,Windows,10,2.0,1920x1080,769.0
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD ,256.0,HDD,500.0,Nvidia GeForce GTX 950M,,Windows,10,2.69,1920x1080,891.0
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,AMD FirePro W4190M ,,Windows,10,1.9,1920x1080,1269.0
Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.37,1366x768,398.99
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 9000e 1.5,AMD,,4.0,HDD,500.0,,,AMD Radeon R2,,Windows,10,2.1,1366x768,330.0
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,3.2,1920x1080,1499.0
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.6,1920x1080,859.0
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.6,1920x1080,689.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,256.0,,,AMD Radeon R7 M445,,Linux,,2.36,1920x1080,899.0
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 520,,Linux,,2.1,1366x768,390.0
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5,AMD,,4.0,SSD ,128.0,HDD,1000.0,AMD Radeon R5 M430,,Windows,10,2.2,1920x1080,575.0
Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9,Intel,,32.0,SSD ,512.0,HDD,1000.0,Nvidia GeForce GTX 1080,,Windows,10,4.7,1920x1080,3890.0
Acer,Nitro AN515-51,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.5,1920x1080,846.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,2.2,1366x768,589.0
Asus,VivoBook Pro,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce 150MX,,Windows,10,2.1,1920x1080,1145.0
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 950M,,No OS,Version Unknown,2.69,1920x1080,889.0
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.56,1920x1080,879.0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.38,1920x1080,1079.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,SSD ,128.0,HDD,2000.0,AMD Radeon 530,,Windows,10,2.2,1920x1080,985.0
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.04,1366x768,559.0
Asus,Rog G701VIK-BA060T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9,Intel,,16.0,SSD,256.0,,,Nvidia GeForce GTX 1080,,Windows,10,3.6,1920x1080,2999.0
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6,Intel,,4.0,HDD,500.0,,,Intel UHD Graphics 620,,Windows,10,1.49,1920x1080,675.0
Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1,Intel,,8.0,SSD,512.0,,,Intel Iris Plus Graphics 650,,macOS,X,1.37,2560x1600,2040.0
Dell,Inspiron 5579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8,Intel,,8.0,HDD,1000.0,,,Intel UHD Graphics 620,,Windows,10,2.08,1920x1080,819.0
